ForceDecks Raw Data Export,2,
Weight (Kg),95.2,
Frequency,1000,
Recording Date,2020-01-02T14:55:59,
Data Source,"Bertec;AM6817-E,S040907;AM6817-E,S040908",
Analysis Date,2020-01-02T14:56:28,
AthleteId,ca0f34e5-8438-47d5-94de-ac1119a02c2c,
Z Tare,-18602.70776,
,,
Time,Left,Right
0,482.528074,453.585577
0.001,482.528074,453.583623
0.002,482.528074,453.255498
0.003,482.824949,453.575811
0.004,482.203856,453.257452
0.005,482.836668,453.58167
0.006,483.151121,452.948858
0.007,483.123777,452.95667
0.008,482.836668,453.251592
0.009,482.836668,453.58167
0.01,483.149168,453.575811
0.011,483.135496,453.251592
0.012,483.461668,453.907842
0.013,483.143309,453.27503
0.014,483.143309,453.271123
0.015,483.143309,452.95667
0.016,483.760496,453.27503
0.017,484.084715,453.589483
0.018,484.065184,453.589483
0.019,483.760496,453.58753
0.02,483.754637,453.901983
0.021,484.713621,453.901983
0.022,484.69409,453.595342
0.023,484.399168,453.263311
0.024,484.389402,453.583623
0.025,484.713621,453.589483
0.026,485.012449,453.589483
0.027,485.653074,453.589483
0.028,485.330809,452.638311
0.029,485.641356,453.26917
0.03,485.338621,453.276983
0.031,485.336668,453.288702
0.032,485.955809,453.601202
0.033,485.647215,453.286748
0.034,485.635496,453.26917
0.035,485.955809,453.265264
0.036,486.270262,453.583623
0.037,486.576902,453.265264
0.038,486.274168,452.950811
0.039,486.274168,453.265264
0.04,486.285887,452.958623
0.041,486.580809,453.27503
0.042,486.899168,452.958623
0.043,486.903074,452.30628
0.044,486.883543,452.634405
0.045,487.19409,452.314092
0.046,486.899168,452.622686
0.047,486.869871,452.620733
0.048,486.895262,452.30042
0.049,486.571043,452.933233
0.05,486.571043,452.941045
0.051,486.883543,452.298467
0.052,487.19409,451.982061
0.053,486.571043,451.982061
0.054,486.252684,451.663702
0.055,486.879637,451.349248
0.056,486.571043,451.046514
0.057,486.571043,451.032842
0.058,486.248777,450.71253
0.059,486.264402,451.021123
0.06,486.25659,450.702764
0.061,486.25659,450.392217
0.062,486.276121,450.708623
0.063,485.627684,451.023077
0.064,486.25659,450.392217
0.065,486.25659,450.392217
0.066,485.348387,450.075811
0.067,486.250731,450.067998
0.068,485.317137,450.70667
0.069,485.336668,450.384405
0.07,485.348387,450.064092
0.071,484.715574,450.067998
0.072,485.016356,449.761358
0.073,484.719481,449.761358
0.074,484.709715,450.071905
0.075,484.696043,449.761358
0.076,484.094481,450.069952
0.077,484.397215,450.075811
0.078,484.717527,450.392217
0.079,484.104246,450.708623
0.08,484.104246,450.386358
0.081,483.789793,450.704717
0.082,483.471434,450.722295
0.083,483.783934,450.403936
0.084,483.471434,450.722295
0.085,483.463621,450.722295
0.086,483.463621,450.405889
0.087,483.793699,451.040655
0.088,483.781981,451.023077
0.089,483.47534,451.023077
0.09,483.789793,451.023077
0.091,483.160887,451.030889
0.092,483.479246,451.030889
0.093,483.793699,451.33753
0.094,484.10034,451.349248
0.095,483.793699,451.036748
0.096,484.10034,451.345342
0.097,483.793699,451.659795
0.098,483.47534,451.349248
0.099,484.10034,451.659795
0.1,484.092527,451.667608
0.101,483.778074,450.716436
0.102,483.785887,451.036748
0.103,483.793699,451.040655
0.104,484.406981,451.349248
0.105,484.406981,451.667608
0.106,484.410887,451.353155
0.107,484.110106,451.667608
0.108,484.414793,451.667608
0.109,484.729246,451.357061
0.11,484.729246,451.353155
0.111,484.723387,451.353155
0.112,484.408934,451.364873
0.113,484.401121,451.353155
0.114,484.715574,451.360967
0.115,484.387449,451.052373
0.116,484.102293,451.042608
0.117,484.410887,451.028936
0.118,484.719481,450.724248
0.119,485.356199,450.405889
0.12,484.387449,450.405889
0.121,484.401121,450.40003
0.122,484.72534,451.034795
0.123,485.028074,450.392217
0.124,484.721434,450.398077
0.125,485.033934,450.073858
0.126,484.696043,450.079717
0.127,484.696043,450.073858
0.128,484.699949,450.073858
0.129,484.719481,449.450811
0.13,484.401121,449.767217
0.131,484.713621,449.437139
0.132,484.387449,450.085577
0.133,484.697996,449.735967
0.134,484.705809,449.423467
0.135,484.399168,449.442998
0.136,484.401121,449.124639
0.137,484.391356,449.124639
0.138,484.391356,449.74378
0.139,484.041746,449.441045
0.14,484.06909,449.11878
0.141,483.426512,448.812139
0.142,483.744871,449.437139
0.143,484.071043,449.417608
0.144,484.051512,449.099248
0.145,483.739012,449.435186
0.146,484.047606,448.80628
0.147,483.737059,448.792608
0.148,483.729246,448.48792
0.149,484.051512,449.11292
0.15,484.051512,449.435186
0.151,484.03784,448.792608
0.152,483.414793,449.110967
0.153,484.047606,448.812139
0.154,484.356199,448.80628
0.155,484.668699,448.80628
0.156,484.364012,448.80628
0.157,484.967527,449.11878
0.158,484.655027,449.439092
0.159,484.967527,449.138311
0.16,484.666746,449.134405
0.161,484.666746,449.140264
0.162,484.97534,448.80628
0.163,485.283934,449.11878
0.164,485.602293,449.11878
0.165,486.219481,449.138311
0.166,485.910887,449.458623
0.167,485.598387,449.138311
0.168,485.604246,448.819952
0.169,485.910887,448.80628
0.17,485.598387,449.11292
0.171,485.910887,449.134405
0.172,485.584715,449.134405
0.173,486.856199,449.140264
0.174,486.840574,449.450811
0.175,486.533934,449.46253
0.176,486.838621,449.458623
0.177,486.518309,449.146123
0.178,486.844481,449.780889
0.179,486.500731,449.77503
0.18,486.824949,449.778936
0.181,487.133543,449.458623
0.182,487.153074,449.140264
0.183,486.817137,449.14417
0.184,487.133543,449.14417
0.185,487.114012,449.46253
0.186,487.114012,449.45667
0.187,486.504637,448.821905
0.188,486.504637,448.808233
0.189,487.117918,448.833623
0.19,487.121824,448.821905
0.191,487.129637,448.821905
0.192,487.13159,449.140264
0.193,486.81909,448.819952
0.194,487.424559,448.517217
0.195,486.813231,449.134405
0.196,486.504637,448.839483
0.197,486.504637,448.83167
0.198,486.494871,448.841436
0.199,485.875731,448.521123
0.2,486.479246,448.521123
0.201,486.498777,448.825811
0.202,486.182371,449.138311
0.203,486.805418,448.521123
0.204,485.875731,448.521123
0.205,485.561277,448.521123
0.206,486.19409,448.833623
0.207,485.85034,448.839483
0.208,486.164793,447.892217
0.209,486.182371,448.513311
0.21,486.182371,448.521123
0.211,486.164793,448.521123
0.212,485.85034,448.517217
0.213,486.166746,448.83753
0.214,485.555418,448.517217
0.215,485.846434,448.823858
0.216,485.854246,448.509405
0.217,485.535887,448.821905
0.218,485.555418,448.829717
0.219,485.217527,448.521123
0.22,485.836668,448.208623
0.221,485.535887,448.517217
0.222,485.854246,448.532842
0.223,485.533934,448.204717
0.224,485.209715,448.21253
0.225,485.557371,448.204717
0.226,485.533934,448.21253
0.227,485.211668,448.841436
0.228,485.213621,448.51917
0.229,485.213621,449.161748
0.23,485.213621,448.51917
0.231,485.832762,448.52503
0.232,485.520262,448.528936
0.233,485.520262,448.530889
0.234,485.492918,448.530889
0.235,485.500731,448.523077
0.236,485.520262,448.523077
0.237,485.828856,448.845342
0.238,485.832762,448.526983
0.239,486.465574,449.151983
0.24,485.524168,448.843389
0.241,486.133543,448.839483
0.242,485.817137,448.845342
0.243,485.817137,449.480108
0.244,485.821043,449.480108
0.245,486.143309,449.48792
0.246,485.830809,448.849248
0.247,485.830809,449.165655
0.248,485.805418,449.169561
0.249,485.805418,449.49378
0.25,486.115965,449.167608
0.251,486.129637,449.187139
0.252,486.110106,449.177373
0.253,486.137449,449.476202
0.254,486.123777,449.485967
0.255,486.115965,449.169561
0.256,486.108152,449.48792
0.257,486.430418,449.163702
0.258,486.430418,449.484014
0.259,486.430418,449.17542
0.26,486.117918,449.482061
0.261,486.112059,449.189092
0.262,486.112059,449.499639
0.263,486.10034,449.499639
0.264,486.112059,449.173467
0.265,486.139402,449.165655
0.266,485.481199,449.18128
0.267,485.799559,449.819952
0.268,485.78784,448.86878
0.269,485.481199,449.48792
0.27,485.477293,449.80628
0.271,485.496824,449.173467
0.272,485.822996,448.864873
0.273,485.496824,449.499639
0.274,484.871824,449.495733
0.275,485.170652,449.499639
0.276,485.172606,449.825811
0.277,485.180418,449.825811
0.278,485.182371,449.189092
0.279,484.885496,450.130498
0.28,484.559324,449.814092
0.281,484.571043,450.134405
0.282,484.551512,449.825811
0.283,484.549559,450.43128
0.284,484.262449,450.132452
0.285,484.242918,450.126592
0.286,484.270262,449.814092
0.287,484.567137,450.446905
0.288,484.584715,450.767217
0.289,483.934324,450.784795
0.29,483.621824,450.784795
0.291,483.621824,451.103155
0.292,483.615965,450.771123
0.293,483.309324,450.782842
0.294,483.309324,450.771123
0.295,482.989012,451.093389
0.296,483.000731,451.401983
0.297,482.680418,451.413702
0.298,482.684324,451.403936
0.299,482.688231,452.054327
0.3,483.004637,452.046514
0.301,482.375731,452.058233
0.302,482.391356,451.411748
0.303,482.076902,452.044561
0.304,482.371824,452.044561
0.305,482.688231,452.05628
0.306,482.371824,452.372686
0.307,482.067137,452.048467
0.308,481.762449,452.048467
0.309,481.735106,452.052373
0.31,481.746824,452.040655
0.311,481.746824,452.349248
0.312,481.438231,452.357061
0.313,481.430418,452.357061
0.314,481.426512,452.357061
0.315,481.758543,452.357061
0.316,481.428465,452.052373
0.317,481.426512,452.05042
0.318,481.434324,452.360967
0.319,481.106199,451.720342
0.32,481.114012,452.040655
0.321,481.721434,452.058233
0.322,482.028074,452.052373
0.323,481.711668,452.040655
0.324,482.043699,452.038702
0.325,481.72534,452.349248
0.326,481.72534,452.989873
0.327,481.744871,452.989873
0.328,482.059324,452.038702
0.329,482.024168,452.366827
0.33,482.028074,452.669561
0.331,482.03784,452.038702
0.332,482.344481,452.349248
0.333,482.656981,452.353155
0.334,481.713621,452.052373
0.335,482.03784,452.028936
0.336,482.336668,452.685186
0.337,482.688231,452.366827
0.338,482.680418,452.058233
0.339,482.660887,452.989873
0.34,482.637449,453.003545
0.341,482.955809,452.366827
0.342,482.967527,452.366827
0.343,483.283934,452.68128
0.344,483.281981,453.317998
0.345,482.653074,452.685186
0.346,482.653074,452.685186
0.347,482.653074,453.001592
0.348,482.965574,452.685186
0.349,482.643309,453.317998
0.35,482.344481,453.001592
0.351,482.031981,452.99378
0.352,482.008543,453.317998
0.353,482.660887,452.99378
0.354,482.328856,453.005498
0.355,482.31909,453.317998
0.356,482.655027,453.628545
0.357,482.635496,452.99378
0.358,482.655027,453.013311
0.359,482.645262,453.323858
0.36,482.336668,453.646123
0.361,482.043699,453.634405
0.362,482.016356,453.630498
0.363,482.322996,453.630498
0.364,482.342527,453.634405
0.365,482.342527,453.321905
0.366,481.746824,453.640264
0.367,481.719481,452.99378
0.368,481.410887,453.634405
0.369,481.418699,453.33753
0.37,481.104246,453.316045
0.371,480.789793,453.942998
0.372,481.106199,453.954717
0.373,480.797606,453.316045
0.374,480.789793,453.642217
0.375,480.47534,453.33167
0.376,481.106199,453.323858
0.377,481.106199,453.64417
0.378,480.799559,453.648077
0.379,480.483152,453.33167
0.38,480.479246,453.321905
0.381,480.178465,453.327764
0.382,479.864012,453.323858
0.383,479.862059,453.323858
0.384,479.871824,453.638311
0.385,479.867918,452.99378
0.386,479.873777,453.323858
0.387,479.879637,453.321905
0.388,479.887449,453.327764
0.389,479.891356,453.638311
0.39,479.555418,453.317998
0.391,479.235106,452.689092
0.392,479.227293,453.007452
0.393,479.576902,453.015264
0.394,479.871824,453.327764
0.395,479.246824,453.021123
0.396,479.576902,453.64417
0.397,478.653074,453.640264
0.398,478.94409,453.638311
0.399,479.266356,453.009405
0.4,479.270262,453.640264
0.401,479.266356,453.321905
0.402,478.953856,453.321905
0.403,479.590574,453.632452
0.404,479.604246,453.952764
0.405,479.590574,453.964483
0.406,479.262449,453.96253
0.407,479.272215,453.64417
0.408,479.594481,453.651983
0.409,479.594481,453.659795
0.41,479.920652,453.964483
0.411,479.936277,453.636358
0.412,479.608152,453.958623
0.413,479.608152,453.978155
0.414,478.973387,453.970342
0.415,479.908934,453.95667
0.416,479.608152,454.282842
0.417,479.280027,453.964483
0.418,479.295652,453.964483
0.419,478.971434,454.271123
0.42,479.307371,453.950811
0.421,479.301512,453.958623
0.422,478.680418,454.294561
0.423,478.981199,454.292608
0.424,478.992918,454.609014
0.425,478.676512,454.294561
0.426,479.299559,454.609014
0.427,478.989012,454.609014
0.428,479.293699,454.609014
0.429,479.280027,454.927373
0.43,479.295652,454.935186
0.431,478.977293,455.255498
0.432,478.680418,454.939092
0.433,478.680418,455.573858
0.434,478.688231,455.560186
0.435,478.672606,454.933233
0.436,478.367918,455.564092
0.437,478.367918,454.93128
0.438,478.680418,455.251592
0.439,478.336668,455.888311
0.44,478.047606,455.888311
0.441,478.367918,455.89417
0.442,478.674559,455.567998
0.443,478.672606,455.567998
0.444,478.680418,455.567998
0.445,478.680418,456.521123
0.446,478.680418,456.20667
0.447,478.680418,456.51917
0.448,478.674559,456.20667
0.449,478.358152,456.839483
0.45,478.360106,456.833623
0.451,478.367918,456.517217
0.452,478.362059,456.204717
0.453,477.735106,456.210577
0.454,478.039793,456.845342
0.455,477.418699,456.849248
0.456,477.742918,456.827764
0.457,478.364012,456.845342
0.458,477.742918,456.833623
0.459,478.024168,457.15003
0.46,478.024168,457.142217
0.461,477.723387,457.46253
0.462,477.108152,456.833623
0.463,477.403074,457.466436
0.464,477.715574,457.136358
0.465,477.723387,456.823858
0.466,477.715574,457.458623
0.467,477.403074,457.466436
0.468,477.397215,457.148077
0.469,477.410887,457.45667
0.47,477.715574,457.470342
0.471,477.418699,457.468389
0.472,477.426512,457.46253
0.473,477.735106,457.77503
0.474,477.418699,457.45667
0.475,477.094481,457.468389
0.476,477.715574,457.782842
0.477,477.715574,457.46253
0.478,477.723387,457.466436
0.479,477.715574,457.14417
0.48,477.715574,457.464483
0.481,477.715574,457.448858
0.482,477.418699,457.448858
0.483,477.731199,457.138311
0.484,477.750731,457.46253
0.485,477.727293,456.827764
0.486,477.735106,456.827764
0.487,478.365965,457.458623
0.488,478.362059,456.817998
0.489,478.342527,457.122686
0.49,478.061277,457.437139
0.491,478.033934,457.452764
0.492,478.660887,457.146123
0.493,478.367918,457.138311
0.494,478.367918,457.132452
0.495,478.348387,456.821905
0.496,478.360106,456.501592
0.497,478.678465,457.146123
0.498,478.666746,456.185186
0.499,478.957762,457.444952
0.5,478.985106,456.817998
0.501,478.658934,456.49378
0.502,479.606199,456.169561
0.503,479.614012,456.499639
0.504,479.289793,455.86878
0.505,478.971434,455.853155
0.506,478.965574,455.853155
0.507,478.965574,456.489873
0.508,478.990965,455.532842
0.509,478.672606,455.853155
0.51,478.658934,456.489873
0.511,478.981199,455.86292
0.512,478.965574,455.853155
0.513,478.658934,455.853155
0.514,478.678465,455.853155
0.515,478.653074,455.853155
0.516,478.348387,455.853155
0.517,478.678465,455.222295
0.518,478.360106,455.224248
0.519,478.028074,455.528936
0.52,478.028074,455.544561
0.521,478.053465,454.90003
0.522,478.672606,454.585577
0.523,478.026121,455.220342
0.524,478.340574,455.542608
0.525,478.340574,455.228155
0.526,477.408934,454.591436
0.527,477.72534,454.905889
0.528,478.344481,454.907842
0.529,477.723387,454.896123
0.53,478.020262,455.220342
0.531,477.082762,455.216436
0.532,477.090574,454.90003
0.533,477.090574,454.591436
0.534,477.399168,454.271123
0.535,477.092527,454.276983
0.536,477.410887,454.591436
0.537,477.403074,454.901983
0.538,477.395262,454.593389
0.539,477.102293,454.593389
0.54,477.082762,454.903936
0.541,477.401121,454.591436
0.542,477.084715,454.591436
0.543,477.086668,454.585577
0.544,476.457762,454.903936
0.545,476.461668,454.907842
0.546,476.469481,454.892217
0.547,476.143309,454.579717
0.548,476.145262,455.216436
0.549,476.774168,454.903936
0.55,476.754637,454.903936
0.551,476.438231,454.911748
0.552,477.06909,454.90003
0.553,476.461668,454.917608
0.554,476.149168,455.235967
0.555,476.143309,455.224248
0.556,476.143309,455.224248
0.557,476.141356,455.224248
0.558,476.149168,455.220342
0.559,476.141356,455.239873
0.56,475.840574,455.239873
0.561,476.137449,455.224248
0.562,476.461668,455.235967
0.563,475.811277,455.536748
0.564,475.840574,455.532842
0.565,476.461668,455.21253
0.566,476.457762,455.544561
0.567,476.772215,455.55042
0.568,476.780027,454.896123
